id,type,dateTime,value
621e2e8e67b776a24055b564,sedentary_minutes,05/27/21 00:00:00,622
621e2e8e67b776a24055b564,sedentary_minutes,06/08/21 00:00:00,893
621e2e8e67b776a24055b564,sedentary_minutes,06/16/21 00:00:00,685
621e2e8e67b776a24055b564,sedentary_minutes,06/28/21 00:00:00,607
621e2e8e67b776a24055b564,sedentary_minutes,07/10/21 00:00:00,610
621e2e8e67b776a24055b564,sedentary_minutes,07/22/21 00:00:00,717
621e2e8e67b776a24055b564,sedentary_minutes,05/24/21 00:00:00,713
621e2e8e67b776a24055b564,sedentary_minutes,06/05/21 00:00:00,735
621e2e8e67b776a24055b564,sedentary_minutes,06/15/21 00:00:00,1222
621e2e8e67b776a24055b564,sedentary_minutes,06/25/21 00:00:00,693
621e2e8e67b776a24055b564,sedentary_minutes,07/07/21 00:00:00,741
621e2e8e67b776a24055b564,sedentary_minutes,07/19/21 00:00:00,537
621e2e8e67b776a24055b564,sedentary_minutes,07/31/21 00:00:00,609
621e2e8e67b776a24055b564,sedentary_minutes,06/01/21 00:00:00,691
621e2e8e67b776a24055b564,sedentary_minutes,06/10/21 00:00:00,1241
621e2e8e67b776a24055b564,sedentary_minutes,06/21/21 00:00:00,698
621e2e8e67b776a24055b564,sedentary_minutes,06/30/21 00:00:00,617
621e2e8e67b776a24055b564,sedentary_minutes,07/09/21 00:00:00,682
621e2e8e67b776a24055b564,sedentary_minutes,07/18/21 00:00:00,670
621e2e8e67b776a24055b564,sedentary_minutes,08/02/21 00:00:00,1440
621e2e8e67b776a24055b564,sedentary_minutes,05/28/21 00:00:00,647
621e2e8e67b776a24055b564,sedentary_minutes,06/06/21 00:00:00,649
621e2e8e67b776a24055b564,sedentary_minutes,06/17/21 00:00:00,670
621e2e8e67b776a24055b564,sedentary_minutes,06/26/21 00:00:00,727
621e2e8e67b776a24055b564,sedentary_minutes,07/05/21 00:00:00,706
621e2e8e67b776a24055b564,sedentary_minutes,07/23/21 00:00:00,704
621e2e8e67b776a24055b564,sedentary_minutes,08/01/21 00:00:00,546
621e2e8e67b776a24055b564,sedentary_minutes,06/02/21 00:00:00,700
621e2e8e67b776a24055b564,sedentary_minutes,06/14/21 00:00:00,1196
621e2e8e67b776a24055b564,sedentary_minutes,06/22/21 00:00:00,638
621e2e8e67b776a24055b564,sedentary_minutes,07/04/21 00:00:00,1269
621e2e8e67b776a24055b564,sedentary_minutes,07/16/21 00:00:00,744
621e2e8e67b776a24055b564,sedentary_minutes,07/28/21 00:00:00,655
621e2e8e67b776a24055b564,sedentary_minutes,05/29/21 00:00:00,371
621e2e8e67b776a24055b564,sedentary_minutes,06/07/21 00:00:00,706
621e2e8e67b776a24055b564,sedentary_minutes,06/18/21 00:00:00,634
621e2e8e67b776a24055b564,sedentary_minutes,06/27/21 00:00:00,674
621e2e8e67b776a24055b564,sedentary_minutes,07/06/21 00:00:00,629
621e2e8e67b776a24055b564,sedentary_minutes,07/15/21 00:00:00,651
621e2e8e67b776a24055b564,sedentary_minutes,07/24/21 00:00:00,573
621e2e8e67b776a24055b564,sedentary_minutes,07/27/21 00:00:00,764
621e2e8e67b776a24055b564,sedentary_minutes,05/31/21 00:00:00,655
621e2e8e67b776a24055b564,sedentary_minutes,06/09/21 00:00:00,719
621e2e8e67b776a24055b564,sedentary_minutes,06/20/21 00:00:00,767
621e2e8e67b776a24055b564,sedentary_minutes,06/29/21 00:00:00,651
621e2e8e67b776a24055b564,sedentary_minutes,07/08/21 00:00:00,634
621e2e8e67b776a24055b564,sedentary_minutes,07/14/21 00:00:00,713
621e2e8e67b776a24055b564,sedentary_minutes,07/17/21 00:00:00,552
621e2e8e67b776a24055b564,sedentary_minutes,07/26/21 00:00:00,698
621e2e8e67b776a24055b564,sedentary_minutes,05/30/21 00:00:00,763
621e2e8e67b776a24055b564,sedentary_minutes,06/11/21 00:00:00,1253
621e2e8e67b776a24055b564,sedentary_minutes,06/19/21 00:00:00,634
621e2e8e67b776a24055b564,sedentary_minutes,07/01/21 00:00:00,669
621e2e8e67b776a24055b564,sedentary_minutes,07/13/21 00:00:00,663
621e2e8e67b776a24055b564,sedentary_minutes,07/25/21 00:00:00,746
621e2e8e67b776a24055b564,sedentary_minutes,05/26/21 00:00:00,710
621e2e8e67b776a24055b564,sedentary_minutes,06/04/21 00:00:00,682
621e2e8e67b776a24055b564,sedentary_minutes,06/13/21 00:00:00,1265
621e2e8e67b776a24055b564,sedentary_minutes,06/24/21 00:00:00,694
621e2e8e67b776a24055b564,sedentary_minutes,07/03/21 00:00:00,712
621e2e8e67b776a24055b564,sedentary_minutes,07/12/21 00:00:00,698
621e2e8e67b776a24055b564,sedentary_minutes,07/21/21 00:00:00,633
621e2e8e67b776a24055b564,sedentary_minutes,07/30/21 00:00:00,838
621e2e8e67b776a24055b564,sedentary_minutes,05/25/21 00:00:00,704
621e2e8e67b776a24055b564,sedentary_minutes,06/03/21 00:00:00,649
621e2e8e67b776a24055b564,sedentary_minutes,06/12/21 00:00:00,1252
621e2e8e67b776a24055b564,sedentary_minutes,06/23/21 00:00:00,722
621e2e8e67b776a24055b564,sedentary_minutes,07/02/21 00:00:00,709
621e2e8e67b776a24055b564,sedentary_minutes,07/11/21 00:00:00,681
621e2e8e67b776a24055b564,sedentary_minutes,07/20/21 00:00:00,794
621e2e8e67b776a24055b564,sedentary_minutes,07/29/21 00:00:00,568
621e2eaf67b776a2406b14ac,sedentary_minutes,10/27/21 00:00:00,1440
621e2eaf67b776a2406b14ac,sedentary_minutes,11/08/21 00:00:00,572
621e2eaf67b776a2406b14ac,sedentary_minutes,11/20/21 00:00:00,302
621e2eaf67b776a2406b14ac,sedentary_minutes,12/02/21 00:00:00,573
621e2eaf67b776a2406b14ac,sedentary_minutes,12/14/21 00:00:00,516
621e2eaf67b776a2406b14ac,sedentary_minutes,12/26/21 00:00:00,770
621e2eaf67b776a2406b14ac,sedentary_minutes,01/07/22 00:00:00,460
621e2eaf67b776a2406b14ac,sedentary_minutes,01/19/22 00:00:00,736
621e2eaf67b776a2406b14ac,sedentary_minutes,10/28/21 00:00:00,1204
621e2eaf67b776a2406b14ac,sedentary_minutes,11/09/21 00:00:00,670
621e2eaf67b776a2406b14ac,sedentary_minutes,11/21/21 00:00:00,622
621e2eaf67b776a2406b14ac,sedentary_minutes,12/03/21 00:00:00,626
621e2eaf67b776a2406b14ac,sedentary_minutes,12/15/21 00:00:00,640
621e2eaf67b776a2406b14ac,sedentary_minutes,12/27/21 00:00:00,253
621e2eaf67b776a2406b14ac,sedentary_minutes,01/08/22 00:00:00,428
621e2eaf67b776a2406b14ac,sedentary_minutes,01/20/22 00:00:00,297
621e2eaf67b776a2406b14ac,sedentary_minutes,11/04/21 00:00:00,640
621e2eaf67b776a2406b14ac,sedentary_minutes,11/16/21 00:00:00,668
621e2eaf67b776a2406b14ac,sedentary_minutes,11/28/21 00:00:00,551
621e2eaf67b776a2406b14ac,sedentary_minutes,12/10/21 00:00:00,554
621e2eaf67b776a2406b14ac,sedentary_minutes,12/22/21 00:00:00,724
621e2eaf67b776a2406b14ac,sedentary_minutes,01/03/22 00:00:00,637
621e2eaf67b776a2406b14ac,sedentary_minutes,01/15/22 00:00:00,462
621e2eaf67b776a2406b14ac,sedentary_minutes,11/05/21 00:00:00,476
621e2eaf67b776a2406b14ac,sedentary_minutes,11/17/21 00:00:00,440
621e2eaf67b776a2406b14ac,sedentary_minutes,11/29/21 00:00:00,655
621e2eaf67b776a2406b14ac,sedentary_minutes,12/11/21 00:00:00,459
621e2eaf67b776a2406b14ac,sedentary_minutes,12/23/21 00:00:00,543
621e2eaf67b776a2406b14ac,sedentary_minutes,01/04/22 00:00:00,427
621e2eaf67b776a2406b14ac,sedentary_minutes,01/16/22 00:00:00,595
621e2eaf67b776a2406b14ac,sedentary_minutes,11/06/21 00:00:00,474
621e2eaf67b776a2406b14ac,sedentary_minutes,11/18/21 00:00:00,540
621e2eaf67b776a2406b14ac,sedentary_minutes,11/30/21 00:00:00,510
621e2eaf67b776a2406b14ac,sedentary_minutes,12/12/21 00:00:00,461
621e2eaf67b776a2406b14ac,sedentary_minutes,12/24/21 00:00:00,750
621e2eaf67b776a2406b14ac,sedentary_minutes,01/05/22 00:00:00,507
621e2eaf67b776a2406b14ac,sedentary_minutes,01/17/22 00:00:00,522
621e2eaf67b776a2406b14ac,sedentary_minutes,11/01/21 00:00:00,1096
621e2eaf67b776a2406b14ac,sedentary_minutes,11/13/21 00:00:00,527
621e2eaf67b776a2406b14ac,sedentary_minutes,11/25/21 00:00:00,565
621e2eaf67b776a2406b14ac,sedentary_minutes,12/07/21 00:00:00,695
621e2eaf67b776a2406b14ac,sedentary_minutes,12/19/21 00:00:00,442
621e2eaf67b776a2406b14ac,sedentary_minutes,12/31/21 00:00:00,379
621e2eaf67b776a2406b14ac,sedentary_minutes,01/12/22 00:00:00,546
621e2eaf67b776a2406b14ac,sedentary_minutes,10/30/21 00:00:00,536
621e2eaf67b776a2406b14ac,sedentary_minutes,11/11/21 00:00:00,566
621e2eaf67b776a2406b14ac,sedentary_minutes,11/23/21 00:00:00,1241
621e2eaf67b776a2406b14ac,sedentary_minutes,12/05/21 00:00:00,498
621e2eaf67b776a2406b14ac,sedentary_minutes,12/17/21 00:00:00,507
621e2eaf67b776a2406b14ac,sedentary_minutes,12/29/21 00:00:00,506
621e2eaf67b776a2406b14ac,sedentary_minutes,01/10/22 00:00:00,623
621e2eaf67b776a2406b14ac,sedentary_minutes,01/22/22 00:00:00,506
621e2eaf67b776a2406b14ac,sedentary_minutes,10/31/21 00:00:00,537
621e2eaf67b776a2406b14ac,sedentary_minutes,11/12/21 00:00:00,550
621e2eaf67b776a2406b14ac,sedentary_minutes,11/24/21 00:00:00,586
621e2eaf67b776a2406b14ac,sedentary_minutes,12/06/21 00:00:00,673
621e2eaf67b776a2406b14ac,sedentary_minutes,12/18/21 00:00:00,718
621e2eaf67b776a2406b14ac,sedentary_minutes,12/30/21 00:00:00,609
621e2eaf67b776a2406b14ac,sedentary_minutes,01/11/22 00:00:00,540
621e2eaf67b776a2406b14ac,sedentary_minutes,11/07/21 00:00:00,612
621e2eaf67b776a2406b14ac,sedentary_minutes,11/19/21 00:00:00,611
621e2eaf67b776a2406b14ac,sedentary_minutes,12/01/21 00:00:00,401
621e2eaf67b776a2406b14ac,sedentary_minutes,12/13/21 00:00:00,623
621e2eaf67b776a2406b14ac,sedentary_minutes,12/25/21 00:00:00,516
621e2eaf67b776a2406b14ac,sedentary_minutes,01/06/22 00:00:00,395
621e2eaf67b776a2406b14ac,sedentary_minutes,01/18/22 00:00:00,658
621e2eaf67b776a2406b14ac,sedentary_minutes,11/02/21 00:00:00,588
621e2eaf67b776a2406b14ac,sedentary_minutes,11/14/21 00:00:00,617
621e2eaf67b776a2406b14ac,sedentary_minutes,11/26/21 00:00:00,435
621e2eaf67b776a2406b14ac,sedentary_minutes,12/08/21 00:00:00,467
621e2eaf67b776a2406b14ac,sedentary_minutes,12/20/21 00:00:00,648
621e2eaf67b776a2406b14ac,sedentary_minutes,01/01/22 00:00:00,660
621e2eaf67b776a2406b14ac,sedentary_minutes,01/13/22 00:00:00,556
621e2eaf67b776a2406b14ac,sedentary_minutes,11/03/21 00:00:00,540
621e2eaf67b776a2406b14ac,sedentary_minutes,11/15/21 00:00:00,513
621e2eaf67b776a2406b14ac,sedentary_minutes,11/27/21 00:00:00,750
621e2eaf67b776a2406b14ac,sedentary_minutes,12/09/21 00:00:00,532
621e2eaf67b776a2406b14ac,sedentary_minutes,12/21/21 00:00:00,422
621e2eaf67b776a2406b14ac,sedentary_minutes,01/02/22 00:00:00,1016
621e2eaf67b776a2406b14ac,sedentary_minutes,01/14/22 00:00:00,648
621e2eaf67b776a2406b14ac,sedentary_minutes,10/29/21 00:00:00,489
621e2eaf67b776a2406b14ac,sedentary_minutes,11/10/21 00:00:00,570
621e2eaf67b776a2406b14ac,sedentary_minutes,11/22/21 00:00:00,615
621e2eaf67b776a2406b14ac,sedentary_minutes,12/04/21 00:00:00,482
621e2eaf67b776a2406b14ac,sedentary_minutes,12/16/21 00:00:00,536
621e2eaf67b776a2406b14ac,sedentary_minutes,12/28/21 00:00:00,672
621e2eaf67b776a2406b14ac,sedentary_minutes,01/09/22 00:00:00,399
621e2eaf67b776a2406b14ac,sedentary_minutes,01/21/22 00:00:00,703
621e2ed667b776a24085d8d1,sedentary_minutes,05/24/21 00:00:00,1394
621e2ed667b776a24085d8d1,sedentary_minutes,06/02/21 00:00:00,816
621e2ed667b776a24085d8d1,sedentary_minutes,06/11/21 00:00:00,804
621e2ed667b776a24085d8d1,sedentary_minutes,06/20/21 00:00:00,670
621e2ed667b776a24085d8d1,sedentary_minutes,06/29/21 00:00:00,891
621e2ed667b776a24085d8d1,sedentary_minutes,07/05/21 00:00:00,706
621e2ed667b776a24085d8d1,sedentary_minutes,07/14/21 00:00:00,789
621e2ed667b776a24085d8d1,sedentary_minutes,07/23/21 00:00:00,1314
621e2ed667b776a24085d8d1,sedentary_minutes,08/01/21 00:00:00,818
621e2ed667b776a24085d8d1,sedentary_minutes,08/10/21 00:00:00,1333
621e2ed667b776a24085d8d1,sedentary_minutes,05/28/21 00:00:00,1207
621e2ed667b776a24085d8d1,sedentary_minutes,06/06/21 00:00:00,630
621e2ed667b776a24085d8d1,sedentary_minutes,06/15/21 00:00:00,816
621e2ed667b776a24085d8d1,sedentary_minutes,06/24/21 00:00:00,728
621e2ed667b776a24085d8d1,sedentary_minutes,07/07/21 00:00:00,716
621e2ed667b776a24085d8d1,sedentary_minutes,07/16/21 00:00:00,948
621e2ed667b776a24085d8d1,sedentary_minutes,06/01/21 00:00:00,796
621e2ed667b776a24085d8d1,sedentary_minutes,06/10/21 00:00:00,712
621e2ed667b776a24085d8d1,sedentary_minutes,06/19/21 00:00:00,736
621e2ed667b776a24085d8d1,sedentary_minutes,06/28/21 00:00:00,826
621e2ed667b776a24085d8d1,sedentary_minutes,07/06/21 00:00:00,902
621e2ed667b776a24085d8d1,sedentary_minutes,07/15/21 00:00:00,705
621e2ed667b776a24085d8d1,sedentary_minutes,07/24/21 00:00:00,1260
621e2ed667b776a24085d8d1,sedentary_minutes,08/02/21 00:00:00,817
621e2ed667b776a24085d8d1,sedentary_minutes,08/11/21 00:00:00,759
621e2ed667b776a24085d8d1,sedentary_minutes,08/18/21 00:00:00,1440
621e2ed667b776a24085d8d1,sedentary_minutes,08/26/21 00:00:00,1440
621e2ed667b776a24085d8d1,sedentary_minutes,09/03/21 00:00:00,1440
621e2ed667b776a24085d8d1,sedentary_minutes,09/11/21 00:00:00,1440
621e2ed667b776a24085d8d1,sedentary_minutes,07/25/21 00:00:00,683
621e2ed667b776a24085d8d1,sedentary_minutes,08/06/21 00:00:00,907
621e2ed667b776a24085d8d1,sedentary_minutes,08/19/21 00:00:00,1440
621e2ed667b776a24085d8d1,sedentary_minutes,08/27/21 00:00:00,1440
621e2ed667b776a24085d8d1,sedentary_minutes,09/04/21 00:00:00,1440
621e2ed667b776a24085d8d1,sedentary_minutes,09/12/21 00:00:00,1440
621e2ed667b776a24085d8d1,sedentary_minutes,05/27/21 00:00:00,828
621e2ed667b776a24085d8d1,sedentary_minutes,06/05/21 00:00:00,673
621e2ed667b776a24085d8d1,sedentary_minutes,06/14/21 00:00:00,756
621e2ed667b776a24085d8d1,sedentary_minutes,06/23/21 00:00:00,780
621e2ed667b776a24085d8d1,sedentary_minutes,07/02/21 00:00:00,889
621e2ed667b776a24085d8d1,sedentary_minutes,07/08/21 00:00:00,781
621e2ed667b776a24085d8d1,sedentary_minutes,07/17/21 00:00:00,1084
621e2ed667b776a24085d8d1,sedentary_minutes,07/26/21 00:00:00,735
621e2ed667b776a24085d8d1,sedentary_minutes,08/04/21 00:00:00,851
621e2ed667b776a24085d8d1,sedentary_minutes,08/13/21 00:00:00,744
621e2ed667b776a24085d8d1,sedentary_minutes,05/25/21 00:00:00,755
621e2ed667b776a24085d8d1,sedentary_minutes,06/03/21 00:00:00,804
621e2ed667b776a24085d8d1,sedentary_minutes,06/12/21 00:00:00,577
621e2ed667b776a24085d8d1,sedentary_minutes,06/21/21 00:00:00,515
621e2ed667b776a24085d8d1,sedentary_minutes,06/30/21 00:00:00,641
621e2ed667b776a24085d8d1,sedentary_minutes,07/13/21 00:00:00,817
621e2ed667b776a24085d8d1,sedentary_minutes,05/29/21 00:00:00,967
621e2ed667b776a24085d8d1,sedentary_minutes,06/07/21 00:00:00,545
621e2ed667b776a24085d8d1,sedentary_minutes,06/16/21 00:00:00,675
621e2ed667b776a24085d8d1,sedentary_minutes,06/25/21 00:00:00,686
621e2ed667b776a24085d8d1,sedentary_minutes,07/03/21 00:00:00,641
621e2ed667b776a24085d8d1,sedentary_minutes,07/12/21 00:00:00,758
621e2ed667b776a24085d8d1,sedentary_minutes,07/21/21 00:00:00,685
621e2ed667b776a24085d8d1,sedentary_minutes,07/30/21 00:00:00,731
621e2ed667b776a24085d8d1,sedentary_minutes,08/08/21 00:00:00,575
621e2ed667b776a24085d8d1,sedentary_minutes,08/15/21 00:00:00,550
621e2ed667b776a24085d8d1,sedentary_minutes,08/22/21 00:00:00,1440
621e2ed667b776a24085d8d1,sedentary_minutes,08/30/21 00:00:00,1440
621e2ed667b776a24085d8d1,sedentary_minutes,09/07/21 00:00:00,1440
621e2ed667b776a24085d8d1,sedentary_minutes,07/19/21 00:00:00,730
621e2ed667b776a24085d8d1,sedentary_minutes,07/31/21 00:00:00,859
621e2ed667b776a24085d8d1,sedentary_minutes,08/12/21 00:00:00,868
621e2ed667b776a24085d8d1,sedentary_minutes,08/23/21 00:00:00,1440
621e2ed667b776a24085d8d1,sedentary_minutes,08/31/21 00:00:00,1440
621e2ed667b776a24085d8d1,sedentary_minutes,09/08/21 00:00:00,1440
621e2ed667b776a24085d8d1,sedentary_minutes,05/30/21 00:00:00,1416
621e2ed667b776a24085d8d1,sedentary_minutes,06/08/21 00:00:00,711
621e2ed667b776a24085d8d1,sedentary_minutes,06/17/21 00:00:00,836
621e2ed667b776a24085d8d1,sedentary_minutes,06/26/21 00:00:00,732
621e2ed667b776a24085d8d1,sedentary_minutes,07/04/21 00:00:00,863
621e2ed667b776a24085d8d1,sedentary_minutes,07/11/21 00:00:00,802
621e2ed667b776a24085d8d1,sedentary_minutes,07/20/21 00:00:00,863
621e2ed667b776a24085d8d1,sedentary_minutes,07/29/21 00:00:00,811
621e2ed667b776a24085d8d1,sedentary_minutes,08/07/21 00:00:00,567
621e2ed667b776a24085d8d1,sedentary_minutes,08/17/21 00:00:00,415
621e2ed667b776a24085d8d1,sedentary_minutes,05/31/21 00:00:00,903
621e2ed667b776a24085d8d1,sedentary_minutes,06/09/21 00:00:00,769
621e2ed667b776a24085d8d1,sedentary_minutes,06/18/21 00:00:00,756
621e2ed667b776a24085d8d1,sedentary_minutes,06/27/21 00:00:00,686
